lang,text
deu,"Ich weiß, dass das nicht leicht ist."
eng,We should settle things once and for all.
fra,Cuzco est le nom du temple inca.
eng,They said that they felt bad about that.
fra,« À qui sont ces bottes ? » « Elles sont à Lidya. »
ita,Vi verremo a trovare.
deu,Deine Zunge ist schneller als dein Verstand.
eng,Mary told Tom she hoped she could do that.
deu,"Ich wusste nicht, dass Tom nicht schwimmen kann."
deu,Könnten Sie bitte einen Arzt anrufen?
ita,Tom non sa se Mary è felice o no.
spa,¿Puedo coger tu secador de pelo?
ita,Ma cosa ha fatto per meritarsi tutto questo?
deu,Die Blume schreit nach Wasser.
fra,Je vais te donner une chance additionnelle.
ita,Sei libero di usare questa stanza.
deu,Ich muss es vor zwei Uhr dreißig wissen.
deu,Er sieht uns nicht.
spa,Me quedé sin nafta.
fra,"Autant je suis heureux d'être content, autant elle est inquiète d'être anxieuse."
ita,Per studio vai a Roma.
deu,Dieses Gebiet ist äußerst abgelegen.
deu,Hast du dir den Hals gewaschen?
fra,Votre proposition arrive à point.
fra,Discutons-en ici !
eng,Tom and Mary said they were very irritated.
spa,Estudian el árabe.
deu,"Ich verstehe nicht, wie die Verbrecher ruhig schlafen können."
eng,Ziri left his partner.
fra,J'ai caché une cuisse.
eng,"I could've done it by myself, I think."
fra,Je suis curieux de savoir si Tom sait nager ou non.
spa,"Si hubiera cogido ese avión, ahora estaría muerto."
ita,"Di che nazionalità sono le vostre sorelle? ""Malese."""
deu,Wo ist das Brot hergestellt worden?
deu,Niemand mag es.
fra,J'admets qu'il y a quelques problèmes.
deu,"Er bekommt immer alles, was er will."
eng,One quickly recaptured him.
deu,Die Bergeshöhen schmückt frisches Frühlingsgrün.
fra,"On dit qu'Hercule, le fils d'Alcmène, était le plus fort de tous les hommes."
ita,Ho parlato con i miei genitori.
fra,Vous y êtes !
eng,This could be fun.
ita,Tu eri gelosa di me.
fra,Le crime d'adultère a été aboli en 1947.
fra,Elle écrit une lettre.
eng,You sound like Tom.
fra,Pouvez-vous vous en sortir sain et sauf ?
spa,Un huevo de codorniz pesa de media 10 gramos.
ita,Le sue maniere mi stanno facendo perdere il controllo.
eng,He alwasy shies away from confrontation.
fra,C'est comme ça que cela fonctionne.
ita,Si dibatte come un pesce fuor d'acqua.
ita,Tom ha rubato del cibo.
eng,He meant exactly what he said.
spa,"María es una mujer, no una niña."
fra,J'ignore si ceci est vrai.
spa,Lucrecia se pasa las tardes libres tricotando.
spa,¿Has conseguido solo dos puntos?
fra,Le temps passe beaucoup trop vite.
spa,¿Supiste que Mary mató a Tom?
deu,Ich huste ununterbrochen.
ita,Non vado a fare soldi in Danimarca?
fra,Tom revient en Australie chaque été.
ita,Non la affrontai.
spa,Ella habla más bien deprisa.
eng,What were you even doing in there?
ita,I soldati hanno iniziato a ritornare a casa.
ita,Io suggerirei una virgola.
deu,Du hättest das wirklich letzte Woche machen sollen.
deu,Tom hat seine Hand am heißen Ofen verbrannt.
ita,Sono sposato e ho tre figli.
ita,Quanto tempo sei restata?
fra,"Ce que je ne veux pas perdre, c'est l'amour."
spa,Están cansados de no hacer nada.
deu,"Erinnerst du dich noch, was dieser Minister vor einem Jahr gesagt hat?"
eng,Do you come from Moscow?
eng,I don't know what Tom meant.
spa,Saber si existe o no vida extraterrestre es de interés para todos.
spa,Dicen que es la persona más rica del mundo.
eng,He fathered children to three different women who all left him.
eng,Math is my strong point.
fra,Il se pourrait que vous soyez intéressés par ceci.
spa,Ningún jaguar es de color azul o verde.
fra,La direction informe ses clients que le téléviseur est équipé d'un système antivol.
ita,Le dissi di non utilizzare quelle.
deu,Dafür gibt es wahrscheinlich einen guten Grund.
fra,"Si tu n’es pas branché, c’est que tu n’es pas branché."
ita,Ma come hai fatto a capirlo?
ita,Ditele che io sono in Francia.
deu,"Ich glaube nicht, dass du damit irgendwelche Probleme haben wirst."
ita,Non voglio immischiarmene.
ita,E secondo te le tasse così non aumenterebbero?
fra,La police cherche Gabriel.
ita,Ecco!
fra,J'ai mangé une fraise pour le petit-déjeuner.
ita,Mi fa male la gola oggi.
ita,Il suo colore preferito non è il bordeaux?
ita,Non abbiamo guardato il film fino alla fine. È molto noioso.
fra,Juba coupera l'arbre.
eng,How far away is Tokyo?
fra,Il faut avoir une connaissance technique du français.
deu,"Das stimmt ja. Wär’s länger, wäre es nicht so kurz."
deu,Amerika ist doch kein Land!
deu,"Vielleicht ist es langsam Zeit, dass ich mal meine Frisur wechsele und meinen Stil ändere."
eng,I enjoy avocado toast for breakfast.
deu,Man muss seine Schuhe am Eingang ausziehen.
eng,Is carnelian a flower?
ita,Non so perché Tom sia andato via.
fra,Puis il est allé voir sa sœur.
deu,Mach dir keine Gedanken. Ich sage keinem etwas.
eng,There was only one case of chicken pox at the school.
ita,Vai in vacanza in Bosnia?
fra,J'ai pris l'autoroute.
deu,"Ich könnte auf Bier verzichten, aber warum sollte ich's tun?"
fra,Quand penses-tu revenir ?
deu,Das war beschämend.
spa,No es bueno engañar a los colegas.
ita,Vai a costruire mattatoi in Scozia?
deu,Tom fing an zu weinen.
spa,Los ciudadanos españoles se merecen un gobierno que no les mienta.
fra,J'essaye de fuir les gens plus intéressés qu'intéressants.
ita,Io sono una tale lingualunga.
ita,Disse che non voleva che cantassi.
ita,Non gli hai fatto niente.
fra,Ils souhaitent simplement qu'on améliore leurs conditions de vie.
ita,"Tom è abbastanza socievole, vero?"
deu,"Ich neige dazu, den Vorschlag anzunehmen."
deu,Er heult mit den Wölfen.
deu,Tom hat sich über dich beschwert.
eng,Was Tom the one that asked Mary to do that?
eng,I don't think that Tom has any idea where Mary is.
fra,Le rat rayé et la souris sont deux espèces différentes.
eng,You were unlucky.
fra,Il n'y a que des champs par ici.
spa,Me gusta la comida chatarra.
fra,Juba a pris sa retraite en octobre.
fra,Pourquoi ne manges-tu plus de viande ?
fra,Voulez-vous que je vous ramène chez vous ?
fra,Quelle est ta couleur de cheveux préférée ?
ita,"Si ferirà, vero?"
ita,Non mi trattate come un bambino.
ita,Vi state organizzando per andarci?
deu,"Wenn du dein Französisch verbessern willst, musst du versuchen, es so oft wie möglich zu sprechen."
fra,"Jack avait la flemme de les appeler, alors ils ont décidé de marcher sans lui."
eng,Tom and Mary didn't realize they weren't going to be able to do that.
ita,Chi ha inviato la lettera?
eng,Maybe Mary doesn't know she shouldn't do that.
ita,Dalle quello che vuole.
deu,Wird er es jemals machen?
fra,Il a alourdi les sacs de sable.
spa,¿Por casualidad estuviste presente cuando sucedió el accidente?
eng,London developed into the general market of Europe.
fra,Il laissa une place à une dame âgée.
fra,La Terre n'est pas une étoile mais une planète.
spa,¡Menuda pelea se formó en el bar! Se armó la de San Quintín.
eng,Tom is no longer in pain.
deu,Er sah seine Freundin nur sonntags.
deu,Tom schrie sich heiser.
spa,¿Pueden regarme las plantas y darle de comer al pez mientras yo esté fuera?
fra,Ses yeux débordaient de larmes.
deu,Von der Hügelkuppe aus kann man das Meer sehen.
deu,Der Zug hatte eine halbe Stunde Verspätung.
ita,Ho questo libro.
spa,Vendí mi carro la semana pasada.
eng,I got here at about 2:30.
ita,Le due si abbracciarono.
deu,Die neue Methode ist eine nähere Betrachtung wert.
deu,"Es gibt einiges, was wir besprechen müssen."
eng,Why is Dutch so funny?
ita,Tom vuole comprare un nuovo smartphone.
spa,Por fin sonrió Tom.
spa,Cuídate mejor.
ita,Non va a costruire ristoranti a Malta.
spa,Dile que aguarde un momento.
ita,A loro piace la loro scuola.
eng,Tom wanted to grab a bite to eat on his way home.
fra,Ce costume est trop beau pour moi.
fra,Tu n'as pas besoin de venir demain.
deu,Ich mache mir wirklich Sorgen um dich.
spa,Le cepillé el pelo.
fra,Deux frères partirent ensemble en voyage.
ita,Questa non è la mia auto.
ita,Non possono pensare a tutto.
spa,Siempre decís eso.
fra,Tous les travailleurs paresseux doivent être renvoyés.
ita,Perché lo stavi cercando?
eng,Let's get together and have a party.
ita,Mi piacciono i film western.
fra,Ils ont été élevés dans un même foyer.
deu,"Der Arzt richtete an den Patienten die Frage, ob es ihm gut gehe."
ita,Ha liberato il cane nel giardino.
spa,¿Por qué miras la tele con la cabeza inclinada?
ita,Mary mi ha detto che era timida.
fra,Descends ici.
eng,I was nervous as fuck.
ita,Mary ha detto che si sentiva intrappolata.
spa,Hay un jardín elegante detrás del palacio.
fra,"Vu comme c'est parti, on y arrivera sans doute pas."
spa,¿Me podría dar una cifra aproximada?
fra,Que m'avez-vous volé ?
deu,Dämpfen Sie Ihre Stimme!
ita,Hai un bel gruzzolo in banca.
eng,Tom has become a thief.
deu,Heimat kann man nicht vererben. Sie ist in meinem Kopf und sie ist in meiner Seele.
ita,Nessuno di loro prese parte alla riunione.
ita,"Di che nazionalità sono le tue dottoresse? ""Svizzera."""
fra,Ce n'était qu'une rumeur.
spa,"Aquí, lo único que podemos hacer es ver, oír y callar."
spa,"Para la mayoría de las personas, la sinusitis es un fastidio."
eng,Tom has to do that soon.
spa,Me ha llamado mi hermana desde Francia.
spa,¡Qué logro más notable!
eng,I spoke to Tom Monday evening.
deu,Aber was machen sie im vierten Stock?
spa,Yo lo pagaré.
ita,Non fare tante storie ed esci interrogato.
eng,It got better!
fra,Il ne faut pas se fier à ses données. Elles sont loin de la vérité.
fra,Vous n'avez pas besoin de vous y rendre.
spa,El curso de historia es interesante.
eng,I know Tom left early.
spa,¿Estás totalmente seguro de que eso no es inflamable?
spa,¿No te molesta?
spa,En tu cuerpo hay suficiente hierro como para hacer un clavo.
fra,Elle m'a accusée d'être une menteuse.
ita,E con questa mi ritiro!
deu,Er dreht fast durch vor Freude.
deu,Ich habe heute eine lange Liste von zu Erledigendem.
spa,¿Dónde aprendiste italiano?
ita,Devo prendere ciò che mi viene offerto.
fra,Tom ne voudrait pas me répondre.
ita,Se voi aveste schiacciato quel pulsante il motore si sarebbe fermato.
eng,Jessie's long hair was completely wet.
deu,Tom wuchs in einer Kleinstadt auf.
eng,There was a line for the bathroom.
spa,Compartamos el dinero.
eng,She listened patiently.
eng,I don't think I know that guy.
ita,Devo insegnarlo a Tom.
deu,Ist Thomas schon gekommen?
fra,Tom est mince.
fra,Ça m'est égal de savoir pourquoi Tom l'a fait. Mais je suis bien content qu'il l'ait fait.
deu,Bringen Sie einen Eimer Äpfel mit!
ita,Decise di farlo da solo.
ita,La tua composizione è buona come sempre.
eng,I told Tom that I was happy.
spa,Mi mejor amigo no es georgiano.
fra,Je le redis.
fra,Elle était en Kabylie.
deu,Startet gesund und munter in die neue Woche!
fra,L'air de Sydney est plus propre que celui de Tokyo.
deu,Sie diktiert einen Text.
eng,"Tom spent over three hours looking for his keys, but still couldn't find them."
fra,Il a appris le grec classique.
fra,Les plans de Tom aboutissaient enfin.
eng,Tom's hair is always greasy and dirty.
deu,Guten Abend und herzlich willkommen!
ita,Io sono a casa dei miei genitori.
ita,Volevo solo vedere come avresti reagito.
fra,"Tant que l'Islam reste non-réformé, nous ne pouvons ni ne voulons l'accepter en Europe."
fra,Je n'aime pas souffler sur un feu qui a déjà pris.
spa,Tom me ha dicho que vaya más despacio.
fra,J’aime Allah.
fra,Tu sais tout ça.
deu,Das ist gewiss.
spa,Él y yo compartimos pieza.
fra,La vérité ?
fra,"Je suis peut-être incommodante, mais tu es malaimable, et c'est pire."
fra,Il a perdu son honneur.
ita,Devi prestare attenzione all'insegnante.
deu,"Die Staaten sind Räuberbanden, wenn sie der Gerechtigkeit entbehren."
ita,Vuoi andare in Austria.
spa,La interpretación de los actores es muy buena.
ita,La prima acqua è quella che bagna.
eng,Layla fell in love with that hijab.
eng,Fadil is responsible for Layla's death.
spa,Se miran que son ricos.
eng,"Wake up, pukes!"
spa,Él vive solo en medio de la jungla.
fra,Nous sommes enfin parvenus au sommet.
deu,Hoffentlich regnet es nicht.
eng,I understood everything.
fra,Quand t'es-tu mise à écrire des chansons ?
fra,Cela ne te suffit pas ?
fra,"Si tu es fort, je suis fort."
ita,"Di che nazionalità erano i loro cugini? ""Bulgara."""
eng,They look like they're busy.
eng,My head is killing me.
fra,Je ne connais pas grand-chose à l'astronomie.
eng,Will you be home tomorrow afternoon?
fra,Elle a tout découvert ! Pauvre de moi !
deu,Bezahlt Tom Sie gut?
eng,At last! Adobe dumps this shitty Flash for mobiles.
deu,"Dies ist mein Problem, und ich werde es lösen."
ita,Non mi spezzate il cuore.
eng,Mary said it belonged to her.
eng,Let's talk business.
spa,¿Quién es el sub-gerente?
ita,Non si son spezzati come un grissino?
ita,Perché non ci ha detto che questo stava per succedere?
spa,El plazo se vence el primero de mayo.
spa,"Cada uno esforzándose, todos logrando."
fra,Je veux habiter en Italie.
spa,¿Alguien se opone a la nueva propuesta?
deu,Habt ihr jemanden schnarchen gehört?
eng,The doctor advised Tom to stay in bed and put him on sick leave for a week.
spa,Tom salió del hospital.
deu,Ich habe viel von dir gehört.
spa,Había un paquete de papeles en la mesa.
eng,I stepped aside so that he could pass.
spa,Decir es más fácil que hacer.
eng,We apologise in advance.
deu,Tom liebte es zu laufen.
eng,The teacher gave Ziri awesome grades on every test.
spa,¿Vienes con nosotras de paseo?
deu,Der Teich ist zu flach fürs Schwimmen.
eng,I want to make you think about a key point.
ita,La nasconderemo.
ita,Questo dipinto è un capolavoro dell'arte impressionista.
ita,Ceno ora.
deu,Tom und Maria brauchten beide Geld.
deu,"Maria sagte, die Ukraine sei heute ein zerrissenes Land."
spa,Toma sopa.
spa,¡Me dijo justamente lo contrario!
deu,"Er fragte mich, ob alle da seien."
eng,Tom told me he loves me.
ita,Devo iniziare a farmi delle domande.
fra,Dan n'a même pas réclamé.
ita,Marie ha sbagliato il treno.
eng,"I have some advice for you, Tom."
spa,Me muero por un trago frío.
spa,Tom me dijo que pronto se irá.
eng,Tom told everyone to sit down.
spa,No va a ser nada.
ita,Tom versò un bicchiere d'acqua a Mary.
ita,Sto facendo la lista di cose da comprare quando avrò uno stipendio.
ita,"Ho ascoltato il testimone, ma non sono del tutto convinto dalla sua versione dei fatti."
fra,Avez-vous une idée de prix de cette voiture ?
deu,"Kaum hatte ich angefangen zu arbeiten, begann es zu regnen."
ita,Con il solo talento non andrai lontano.
spa,Deme una mesa para dos cerca de la ventana.
fra,Est-ce que l'eau est tiède ?
spa,Él intentó cruzar el río a nado pero fracasó.
spa,¿Adónde ibas a la escuela?
deu,Sie ließ ihn lange warten.
deu,Tom und Maria eilten zusammen die Treppe hinauf.
deu,Wann kommt ihr zu uns?
ita,Non pensavo di essere capace di queste parole.
spa,Ella le tiene un gran miedo a las serpientes.
eng,It seems like Tom and Mary are in love.
spa,"Para muchas personas, los insectos ruidosos son una molestia, pero para otras son comida."
fra,Je préfère les matières simples.
fra,Protège Tom.
deu,Herr Smith verklagte sie auf Schadensersatz.
spa,"Por favor, escribidme una carta en cuanto lleguéis."
fra,Payez ce que vous voulez.
eng,Tom hasn't apologized to Mary yet.
eng,I think Tom could have done that without your help.
fra,Tatoeba travaille sans hâte et avec lenteur.
spa,El futuro no será de ellos.
fra,Ils n'ont pas raté leur train.
ita,Dan non si è nemmeno preso la briga di rispondere.
fra,J'ai oublié de verrouiller le stock.
ita,Cosa dovremmo dire alle altre?
ita,"Di che nazionalità erano le sue studentesse? ""Brasiliana."""
eng,The study of philosophy belongs to the humanities.
eng,Everyone speaks well of him.
spa,Yo tengo mucha más experiencia que Tom.
eng,"What did you think of the film? ""I thought it was brilliant. I really liked it."""
deu,Des Nachbarn Henne legt immer größere Eier.
spa,"Bueno, ¡no lo sé!"
spa,Los nombres de ellas se me han olvidado.
deu,Diese Rose ist wunderschön.
spa,Tom toca el cello con una de las orquestas locales.
